node1,node2,combined_score
CSTF1,U2SURP,904
HNRNPL,U2SURP,927
SF3A2,U2SURP,996
DDX5,U2SURP,924
PRPF19,U2SURP,917
SRSF9,U2SURP,927
SF3B6,U2SURP,930
SNRPA,U2SURP,923
SNRPC,U2SURP,921
SYMPK,U2SURP,912
SNRPB2,U2SURP,919
LSM8,U2SURP,913
LSM7,U2SURP,905
FUS,U2SURP,921
SNRPA1,U2SURP,923
PRPF38A,U2SURP,918
SRSF1,U2SURP,946
SNW1,U2SURP,922
RBM25,U2SURP,903
SNRNP40,U2SURP,932
DNAJC8,U2SURP,924
PRPF6,U2SURP,913
SNRPF,U2SURP,926
DHX38,U2SURP,909
EIF4A3,U2SURP,923
SF3B4,U2SURP,903
HNRNPU,U2SURP,929
PPIL3,U2SURP,906
TCERG1,U2SURP,883
TRA2A,U2SURP,711
CPSF2,U2SURP,912
NUDT21,U2SURP,922
SNRPD1,U2SURP,920
SRRM2,U2SURP,909
LSM3,U2SURP,914
CD2BP2,U2SURP,920
PCBP1,U2SURP,912
SF3B3,U2SURP,932
PPIH,U2SURP,913
U2AF2,U2SURP,950
DDX23,U2SURP,916
USP39,U2SURP,912
HNRNPD,U2SURP,911
PRPF3,U2SURP,917
CSTF3,U2SURP,909
HNRNPA0,U2SURP,921
SNRNP200,U2SURP,928
SF3B2,U2SURP,940
PRPF31,U2SURP,908
HNRNPM,U2SURP,941
WDR33,U2SURP,914
SRSF7,U2SURP,931
SRRM1,U2SURP,933
NCBP2,U2SURP,910
SF3B1,U2SURP,962
DHX15,U2SURP,937
FIP1L1,U2SURP,920
HNRNPA1,U2SURP,928
SNRPD2,U2SURP,958
CPSF7,U2SURP,908
HNRNPA2B1,U2SURP,930
HNRNPH1,U2SURP,936
PTBP1,U2SURP,925
PCBP2,U2SURP,909
CTNNBL1,U2SURP,970
DHX9,U2SURP,920
BCAS2,U2SURP,923
RBMX,U2SURP,919
SRSF11,U2SURP,939
CDC5L,U2SURP,998
YBX1,U2SURP,905
HNRNPH2,U2SURP,910
CSTF2,U2SURP,915
SF3A3,U2SURP,942
PPIL1,U2SURP,906
SRSF3,U2SURP,928
SRSF4,U2SURP,916
PRPF4,U2SURP,909
HNRNPR,U2SURP,931
NCBP1,U2SURP,935
LSM2,U2SURP,906
HNRNPK,U2SURP,948
CRNKL1,U2SURP,917
SF1,U2SURP,943
POLR2B,U2SURP,916
HNRNPUL1,U2SURP,908
SRSF2,U2SURP,926
HNRNPA3,U2SURP,923
GTF2F1,U2SURP,925
ELAVL2,U2SURP,900
SNU13,U2SURP,916
ELAVL1,U2SURP,924
BUD31,U2SURP,902
PRPF40A,U2SURP,983
RBM17,U2SURP,985
EFTUD2,U2SURP,924
HNRNPF,U2SURP,932
SNRPB,U2SURP,915
DDX46,U2SURP,952
TRA2B,U2SURP,933
PSMA4,PSMD6,999
PSMC4,PSMD6,999
PSMD5,PSMD6,989
PSMD8,PSMD6,999
PSMA3,PSMD6,999
PSME2,PSMD6,939
TXNL1,PSMD6,883
PSMD10,PSMD6,996
PSMD7,PSMD6,999
PPP2CB,PSMD6,902
PSMA2,PSMD6,999
NFKB1,PSMD6,915
SKP1,PSMD6,928
TRAF2,PSMD6,900
ECPAS,PSMD6,772
PSMB7,PSMD6,999
PSMC1,PSMD6,999
PPP2R5A,PSMD6,900
PSMA6,PSMD6,999
USP14,PSMD6,999
PSMD11,PSMD6,999
PSMB1,PSMD6,999
ELOB,PSMD6,900
COPS4,PSMD6,701
CUL3,PSMD6,922
PSMD3,PSMD6,999
CDK2,PSMD6,931
COPS3,PSMD6,878
PSMB6,PSMD6,998
PSMA5,PSMD6,999
RPS27A,PSMD6,933
CCT5,PSMD6,869
PSMB4,PSMD6,999
PSME3,PSMD6,963
UBLCP1,PSMD6,952
COPS2,PSMD6,951
PSMD1,PSMD6,999
PSMD2,PSMD6,999
PSMC5,PSMD6,999
NFKBIB,PSMD6,914
PAK2,PSMD6,901
PPP2R1A,PSMD6,917
GSK3B,PSMD6,902
CUL1,PSMD6,914
PPP2R5E,PSMD6,900
PSMF1,PSMD6,934
CTNNB1,PSMD6,902
PSMD12,PSMD6,999
COPS5,PSMD6,936
NF1,PSMD6,900
PSMB10,PSMD6,999
VCP,PSMD6,708
PSMB5,PSMD6,999
UCHL5,PSMD6,992
BUB3,PSMD6,914
PSMD4,PSMD6,999
PSMA7,PSMD6,999
PSMB2,PSMD6,999
PSMB9,PSMD6,995
PSMB8,PSMD6,999
PSME1,PSMD6,944
CDK1,PSMD6,936
UBFD1,PSMD6,930
NSF,PSMD6,707
RELA,PSMD6,900
PSMD14,PSMD6,999
PSMC2,PSMD6,999
PSMD13,PSMD6,999
PSMC6,PSMD6,999
PSMA1,PSMD6,999
PPP2R5D,PSMD6,900
PPP2CA,PSMD6,925
MIF,PARK7,905
ENO1,PARK7,733
CAT,PARK7,745
HTRA2,PARK7,755
PRDX1,PARK7,729
NDUFS3,PARK7,744
PRDX5,PARK7,921
SOD1,PARK7,936
NONO,PARK7,706
UCHL1,PARK7,741
VPS35,PARK7,790
PRDX2,PARK7,943
HSPA4,PARK7,798
EEF1G,PARK7,711
SNCA,PARK7,990
UBE2I,PARK7,945
MAP3K5,PARK7,829
ANXA7,PARK7,863
GLO1,PARK7,817
NIT2,PARK7,860
GNPDA2,FTO,797
METTL3,FTO,808
MTCH2,FTO,732
NEGR1,FTO,789
METTL14,FTO,800
C1S,FTO,757
NDUFB4,NDUFA6,999
UQCRC1,NDUFA6,925
ATP5F1D,NDUFA6,926
NDUFB7,NDUFA6,999
NDUFS7,NDUFA6,999
NDUFB3,NDUFA6,999
COX6B1,NDUFA6,765
NDUFA2,NDUFA6,999
NDUFA10,NDUFA6,999
COX5B,NDUFA6,958
NDUFB5,NDUFA6,999
NDUFS3,NDUFA6,999
NDUFA9,NDUFA6,999
UQCRC2,NDUFA6,916
NDUFB10,NDUFA6,999
ECSIT,NDUFA6,921
NDUFS6,NDUFA6,999
NDUFB11,NDUFA6,999
NDUFB9,NDUFA6,999
NDUFC2,NDUFA6,999
ATP5PO,NDUFA6,908
NDUFS4,NDUFA6,999
ATP5MG,NDUFA6,803
NDUFA7,NDUFA6,999
ATP5PD,NDUFA6,948
MTCH2,NDUFA6,846
UQCRFS1,NDUFA6,950
UQCRH,NDUFA6,960
ACAD9,NDUFA6,938
NDUFS8,NDUFA6,999
CYC1,NDUFA6,903
COX5A,NDUFA6,986
NDUFV1,NDUFA6,999
NDUFAF3,NDUFA6,927
NDUFV2,NDUFA6,999
NDUFA12,NDUFA6,999
UQCR10,NDUFA6,989
NDUFA4,NDUFA6,999
NDUFV3,NDUFA6,999
ATP5F1C,NDUFA6,777
MT-ND5,NDUFA6,999
SDHC,NDUFA6,869
NDUFS2,NDUFA6,999
ATP5PB,NDUFA6,913
COX7A2,NDUFA6,924
NDUFS5,NDUFA6,999
NDUFA8,NDUFA6,999
SDHB,NDUFA6,934
UQCRQ,NDUFA6,998
NDUFB6,NDUFA6,999
NDUFS1,NDUFA6,999
NDUFA5,NDUFA6,999
EIF3D,RPL29,951
EIF5,RPL29,946
EIF3E,RPL29,943
RPL18A,RPL29,999
SEC61B,RPL29,985
RPL19,RPL29,999
RPS12,RPL29,999
RPN2,RPL29,902
SEC61A1,RPL29,967
SSR1,RPL29,913
MRPS7,RPL29,904
EIF3K,RPL29,990
RPS16,RPL29,999
EIF2S3,RPL29,927
EIF3G,RPL29,966
EEFSEC,RPL29,905
EIF2S1,RPL29,951
RPL35,RPL29,999
EIF3J,RPL29,904
TRAM1,RPL29,900
RPL8,RPL29,999
SPCS2,RPL29,900
EIF4H,RPL29,925
SRP14,RPL29,989
EIF4A3,RPL29,924
RPS11,RPL29,999
RPS27A,RPL29,999
MRPS5,RPL29,870
RPS3,RPL29,999
EIF5B,RPL29,971
EIF4A1,RPL29,954
RPN1,RPL29,971
ABCE1,RPL29,780
RPS23,RPL29,999
PELP1,RPL29,904
RPS9,RPL29,999
SRP9,RPL29,996
MRPL13,RPL29,913
RPL13,RPL29,999
EEF2,RPL29,997
MRPL11,RPL29,898
RPL15,RPL29,999
RPL38,RPL29,999
RPL4,RPL29,999
SRP68,RPL29,981
PABPC1,RPL29,948
SSR4,RPL29,916
MRPS11,RPL29,914
RPS15A,RPL29,999
RPLP2,RPL29,999
PLEC,RPL29,913
PPP2R1A,RPL29,915
PPP2R2A,RPL29,906
EIF4A2,RPL29,923
NCBP2,RPL29,903
SRPRA,RPL29,901
UQCR10,RPL29,743
HSP90AA1,RPL29,836
EIF5A,RPL29,838
NME1,RPL29,719
EEF1A1,RPL29,969
RPS7,RPL29,999
RPL7,RPL29,999
RPS2,RPL29,999
SRP72,RPL29,903
SNRPD2,RPL29,774
RPS21,RPL29,999
RPL3,RPL29,999
RPL27A,RPL29,999
RPL21,RPL29,999
RPLP1,RPL29,999
RPS3A,RPL29,999
RPSA,RPL29,999
RPL22,RPL29,999
ETF1,RPL29,979
EIF3B,RPL29,941
RPL12,RPL29,999
RPS27,RPL29,999
EIF3A,RPL29,936
RPL5,RPL29,999
SERBP1,RPL29,878
RPL7A,RPL29,999
EIF3I,RPL29,969
RPS4X,RPL29,999
RPL10A,RPL29,999
EIF6,RPL29,823
RPL11,RPL29,999
LAS1L,RPL29,900
TEX10,RPL29,901
EIF2S2,RPL29,934
NCBP1,RPL29,908
DIS3,RPL29,900
UQCRQ,RPL29,741
RPS6,RPL29,999
BTF3,RPL29,770
EXOSC8,RPL29,907
RPL13A,RPL29,999
EEF1B2,RPL29,937
RPL24,RPL29,999
RPL34,RPL29,999
RPL14,RPL29,999
RPS8,RPL29,999
SNU13,RPL29,786
RPS14,RPL29,999
RPL31,RPL29,999
EIF4B,RPL29,944
RPL23A,RPL29,999
RPS18,RPL29,999
GSPT1,RPL29,938
EXOSC6,RPL29,903
DDOST,RPL29,903
RPL9,RPL29,999
RPL6,RPL29,999
DOCK4,RPL29,946
RPL10,RPL29,999
RPS24,RPL29,999
EIF4G1,RPL29,922
RPL32,RPL29,999
RPL37A,RPL29,999
SRPRB,RPL29,900
PPP2CA,RPL29,904
SYNGR2,SYNPR,760
SNAP25,SYNPR,758
SYT1,SYNPR,722
SYNGR1,SYNPR,931
THY1,LSAMP,921
CD109,LSAMP,902
FOLR2,LSAMP,900
OPCML,LSAMP,923
NEGR1,LSAMP,949
NTM,LSAMP,931
LY6H,LSAMP,914
FBL,NMD3,899
RRP9,NMD3,835
FKBP15,NMD3,827
SBDS,NMD3,743
GRWD1,NMD3,936
ELP3,NMD3,852
RPL35,NMD3,819
RTCA,NMD3,778
DDX18,NMD3,891
NOP58,NMD3,945
NOP9,NMD3,858
NHP2,NMD3,847
PA2G4,NMD3,914
RPL4,NMD3,813
METAP2,NMD3,703
XPOT,NMD3,757
TRMT11,NMD3,840
DHX15,NMD3,885
RPL3,NMD3,899
DKC1,NMD3,922
RPL5,NMD3,901
RPL7A,NMD3,765
POLR1C,NMD3,873
EIF6,NMD3,986
RPL11,NMD3,808
TEX10,NMD3,727
GNL1,NMD3,959
NOP56,NMD3,896
NOP2,NMD3,918
RPL24,NMD3,868
XPO1,NMD3,942
RPL23A,NMD3,867
GAMT,NMD3,744
RPL10,NMD3,915
RPL29,NMD3,758
DLD,PCCB,916
HIBADH,PCCB,903
MCCC1,PCCB,984
ACAA2,PCCB,927
ACSS1,PCCB,920
BCKDHB,PCCB,983
HADHB,PCCB,928
ACAA1,PCCB,938
MCCC2,PCCB,916
DBT,PCCB,935
ACADM,PCCB,942
PCCA,PCCB,999
PC,PCCB,962
ABAT,PCCB,817
IVD,PCCB,808
MRPS35,GFM1,912
MRPS7,GFM1,997
PTCD3,GFM1,951
MRPS36,GFM1,920
MRPL44,GFM1,971
TACO1,GFM1,754
RPL35,GFM1,813
RPS11,GFM1,820
MRPS5,GFM1,991
MRPS28,GFM1,903
RPS3,GFM1,833
MRPL49,GFM1,952
HSPA9,GFM1,750
MRPL58,GFM1,936
MRPL39,GFM1,926
MRPL13,GFM1,974
MRPL11,GFM1,978
RPL15,GFM1,755
TSFM,GFM1,940
MRPS31,GFM1,936
MRPS11,GFM1,975
MRPS23,GFM1,905
YARS2,GFM1,826
TUFM,GFM1,991
EEF1G,GFM1,710
MRPL40,GFM1,926
MRPL12,GFM1,987
MRPL43,GFM1,911
RPS2,GFM1,833
MRPL21,GFM1,971
DAP3,GFM1,954
RPL5,GFM1,834
RPL11,GFM1,834
PUS1,GFM1,792
MRPL19,GFM1,972
RPL23A,GFM1,891
RPS18,GFM1,824
RPL9,GFM1,833
MRPS22,GFM1,978
EIF3D,RPL35A,964
PSMA3,RPL35A,732
EIF5,RPL35A,923
EIF3E,RPL35A,959
FBL,RPL35A,756
RPL18A,RPL35A,999
SEC61B,RPL35A,997
RPL19,RPL35A,999
RPS12,RPL35A,999
RPN2,RPL35A,902
SEC61A1,RPL35A,996
SSR1,RPL35A,902
MRPS7,RPL35A,935
SBDS,RPL35A,722
EIF3K,RPL35A,938
RPS16,RPL35A,999
EIF2S3,RPL35A,964
EIF3G,RPL35A,968
EEFSEC,RPL35A,911
EIF2S1,RPL35A,972
CCT7,RPL35A,734
RPL35,RPL35A,999
PSMD11,RPL35A,700
EIF3J,RPL35A,904
TRAM1,RPL35A,900
RPL8,RPL35A,999
SPCS2,RPL35A,900
EIF4H,RPL35A,942
SRP14,RPL35A,998
EIF4A3,RPL35A,936
RPS11,RPL35A,999
RPS27A,RPL35A,999
MRPS5,RPL35A,901
NHP2,RPL35A,859
RPS3,RPL35A,999
CCT8,RPL35A,738
EIF5B,RPL35A,982
EIF4A1,RPL35A,968
RPN1,RPL35A,980
ABCE1,RPL35A,857
RPS23,RPL35A,999
CCT2,RPL35A,788
PELP1,RPL35A,904
PA2G4,RPL35A,776
RPS9,RPL35A,999
SRP9,RPL35A,996
MRPL13,RPL35A,952
RPL13,RPL35A,999
EEF2,RPL35A,999
MRPL11,RPL35A,913
RPL15,RPL35A,999
PSMD1,RPL35A,726
RPL38,RPL35A,999
RPL4,RPL35A,999
SRP68,RPL35A,981
PABPC1,RPL35A,947
SSR4,RPL35A,903
MRPS11,RPL35A,915
RUVBL1,RPL35A,741
RPS15A,RPL35A,999
RPLP2,RPL35A,999
PLEC,RPL35A,942
PPP2R1A,RPL35A,919
PPP2R2A,RPL35A,901
EIF4A2,RPL35A,936
NCBP2,RPL35A,902
SRPRA,RPL35A,900
EEF1G,RPL35A,771
EEF1A1,RPL35A,994
RPS7,RPL35A,999
RPL7,RPL35A,999
RPS2,RPL35A,999
SRP72,RPL35A,972
RPS21,RPL35A,999
RPL3,RPL35A,999
RPL27A,RPL35A,999
RPL21,RPL35A,999
RPLP1,RPL35A,999
RPS3A,RPL35A,999
RPSA,RPL35A,999
RPL22,RPL35A,999
ETF1,RPL35A,990
EIF3B,RPL35A,972
RPL12,RPL35A,999
RPS27,RPL35A,999
EIF3A,RPL35A,952
RPL5,RPL35A,999
SERBP1,RPL35A,949
RPL7A,RPL35A,999
EIF3I,RPL35A,994
RPS4X,RPL35A,999
RPL10A,RPL35A,999
EIF6,RPL35A,884
RPL11,RPL35A,999
LAS1L,RPL35A,900
TEX10,RPL35A,912
EIF2S2,RPL35A,960
NCBP1,RPL35A,909
DIS3,RPL35A,902
RPS6,RPL35A,999
BTF3,RPL35A,770
EXOSC8,RPL35A,908
RPL13A,RPL35A,999
EEF1B2,RPL35A,932
RPL24,RPL35A,999
CCT4,RPL35A,879
RPL34,RPL35A,999
RPL14,RPL35A,999
RPS8,RPL35A,999
SNU13,RPL35A,852
RPS14,RPL35A,999
RPL31,RPL35A,999
EIF4B,RPL35A,911
RPL23A,RPL35A,999
RPS18,RPL35A,999
GSPT1,RPL35A,942
EXOSC6,RPL35A,903
DDOST,RPL35A,943
RPL9,RPL35A,999
RPL6,RPL35A,999
DOCK4,RPL35A,931
RPL10,RPL35A,999
RPS24,RPL35A,999
EIF4G1,RPL35A,912
RPL32,RPL35A,999
RPL37A,RPL35A,999
SRPRB,RPL35A,904
PPP2CA,RPL35A,915
RPL29,RPL35A,999
ZHX2,ZBTB20,751
DLD,SUCLG2,747
OGDH,SUCLG2,900
CTSD,SUCLG2,872
SDHA,SUCLG2,977
ACAT1,SUCLG2,856
DLAT,SUCLG2,896
ACAA2,SUCLG2,850
IDH3A,SUCLG2,774
ACSS1,SUCLG2,835
HMGCS1,SUCLG2,808
HADHB,SUCLG2,855
NDUFV2,SUCLG2,839
ACAA1,SUCLG2,838
GNG2,SUCLG2,719
DLST,SUCLG2,941
ACAT2,SUCLG2,827
SDHC,SUCLG2,954
NES,SUCLG2,742
ACADM,SUCLG2,870
HMGCL,SUCLG2,840
SDHB,SUCLG2,955
SUCLA2,SUCLG2,829
PITRM1,SUCLG2,817
SUCLG1,SUCLG2,999
MAPK1,PPIA,927
PCK2,PPIA,876
GAPDH,PPIA,775
PPP3R1,PPIA,993
ENO1,PPIA,720
PIN1,PPIA,756
PEBP1,PPIA,831
MAPK3,PPIA,934
SOD1,PPIA,706
AIFM1,PPIA,914
BSG,PPIA,979
TAGLN2,PPIA,837
PPP3CB,PPIA,953
PPP3CA,PPIA,997
CBFB,PPIA,837
EIF3D,EIF1,894
EIF5,EIF1,997
EIF3E,EIF1,866
RPS12,EIF1,967
MRPS7,EIF1,766
RPS16,EIF1,971
EIF2S3,EIF1,977
EIF3G,EIF1,995
EIF2S1,EIF1,990
EIF3J,EIF1,939
RPS11,EIF1,976
RPS27A,EIF1,969
RPS3,EIF1,933
EIF5B,EIF1,920
EIF4A1,EIF1,987
ABCE1,EIF1,797
RPS23,EIF1,979
RPS9,EIF1,967
EEF2,EIF1,773
RPL38,EIF1,742
RPS15A,EIF1,970
PLEC,EIF1,736
EIF4A2,EIF1,986
RPS7,EIF1,962
RPS2,EIF1,904
RPS21,EIF1,812
RPS3A,EIF1,769
RPSA,EIF1,827
EIF3B,EIF1,980
RPS27,EIF1,980
EIF3A,EIF1,993
EIF3I,EIF1,976
RPS4X,EIF1,909
EIF6,EIF1,782
EIF2S2,EIF1,994
RPS6,EIF1,975
RPS8,EIF1,849
RPS14,EIF1,974
EIF4B,EIF1,872
RPS18,EIF1,973
RPS24,EIF1,815
EIF4G1,EIF1,987
PYCR2,NUDT5,873
PGM1,NUDT5,902
PRPS1,NUDT5,934
PGM2,NUDT5,926
NUDT1,NUDT5,865
PRPS2,NUDT5,934
PYCR1,NUDT5,940
DHODH,SSBP1,806
SNRPF,SSBP1,796
NHP2,SSBP1,829
MRPL21,SSBP1,700
DUT,SSBP1,766
SNU13,SSBP1,855
CAPNS1,CDK5,913
CDK4,CDK5,916
LMNB1,CDK5,923
PRDX1,CDK5,912
NGEF,CDK5,724
YWHAE,CDK5,920
NRP1,CDK5,922
CDK6,CDK5,914
CDK2,CDK5,906
NTRK2,CDK5,948
PAK1,CDK5,948
EPHA4,CDK5,926
APP,CDK5,900
DPYSL5,CDK5,920
DBN1,CDK5,846
CAPN2,CDK5,960
SYN1,CDK5,895
PRDX2,CDK5,929
MAP2K1,CDK5,955
DPYSL2,CDK5,987
NEFH,CDK5,829
CRMP1,CDK5,976
GSK3B,CDK5,949
DCX,CDK5,797
DPYSL4,CDK5,924
MAPT,CDK5,992
DPYSL3,CDK5,970
FYN,CDK5,959
HTT,CDK5,810
RAC1,CDK5,927
AMPH,CDK5,807
PLXNA4,CDK5,915
NES,CDK5,844
DNM1,CDK5,785
WASF1,CDK5,929
PLXNA1,CDK5,921
CDK1,CDK5,907
CAST,CDK5,949
PAFAH1B1,CDK5,761
DLG4,CDK5,963
SYNJ1,CDK5,774
GOLGA2,CDK5,913
DHODH,GMPS,851
FBL,GMPS,857
DDX5,GMPS,807
GAR1,GMPS,852
UMPS,GMPS,722
ATIC,GMPS,821
NT5C,GMPS,900
GRWD1,GMPS,846
NT5E,GMPS,923
GMPR,GMPS,992
DDX18,GMPS,856
MCM6,GMPS,782
PPAT,GMPS,827
NOP58,GMPS,849
CAD,GMPS,778
RPS3,GMPS,755
PDCD4,GMPS,844
FARSB,GMPS,758
ADK,GMPS,744
HPRT1,GMPS,977
PA2G4,GMPS,761
PFAS,GMPS,963
IMPDH2,GMPS,995
TUFM,GMPS,776
EEF1G,GMPS,925
DHX15,GMPS,810
NT5C2,GMPS,926
USP7,GMPS,935
IPO4,GMPS,836
EIF3B,GMPS,836
GUK1,GMPS,959
DKC1,GMPS,805
RPL5,GMPS,829
ENTPD1,GMPS,905
ALDH18A1,GMPS,722
POLR1C,GMPS,768
CTPS1,GMPS,992
LRRC47,GMPS,706
APRT,GMPS,989
ITPA,GMPS,960
NOP56,GMPS,894
GART,GMPS,944
NOP2,GMPS,745
RFC4,GMPS,824
PAICS,GMPS,933
SNU13,GMPS,825
EIF4B,GMPS,737
CTPS2,GMPS,926
CPS1,GMPS,723
NMD3,GMPS,869
GFM1,GMPS,745
CDIPT,CDS2,973
MBOAT7,CDS2,910
LPCAT3,CDS2,913
PGS1,CDS2,948
PLD2,CDS2,915
AGPAT5,CDS2,915
LCLAT1,CDS2,942
PLPP3,CDS2,747
AGPAT1,CDS2,953
AGPAT3,CDS2,944
DGKB,CDS2,870
PLD3,CDS2,902
TAMM41,CDS2,969
GK,CDS2,753
CYP51A1,POR,928
HMOX1,POR,854
DECR1,POR,896
FDX1,POR,800
CYCS,POR,831
CYB5A,POR,964
CYB5R3,POR,752
CYB5R1,POR,756
CREB1,POR,902
FDXR,POR,755
RAB8B,PEX5L,806
ABCD3,PEX5L,717
SCP2,PEX5L,908
HSDL2,PEX5L,725
ABCB7,LYRM4,791
SCLY,LYRM4,812
FDX1,LYRM4,977
NUBP2,LYRM4,702
GRPEL1,LYRM4,703
AFG3L2,LYRM4,702
NUBP1,LYRM4,865
HSPA9,LYRM4,876
ACO1,LYRM4,722
ISCU,LYRM4,952
IBA57,LYRM4,891
GLRX3,LYRM4,718
NFS1,LYRM4,997
CIAPIN1,LYRM4,777
FDXR,LYRM4,859
VAMP3,RAB9A,920
PLIN3,RAB9A,954
RAB3A,RAB9A,916
RAB35,RAB9A,915
RAB9B,RAB9A,907
RAB22A,RAB9A,927
RAB21,RAB9A,920
RAB27B,RAB9A,916
RAB2A,RAB9A,919
NAPA,RAB9A,942
RAB10,RAB9A,913
RAB7A,RAB9A,911
RAB5A,RAB9A,936
VPS51,RAB9A,903
RAB3C,RAB9A,913
RAB6B,RAB9A,920
RAB8A,RAB9A,916
RAB33B,RAB9A,926
RAB1B,RAB9A,924
RAB6A,RAB9A,928
RAB8B,RAB9A,915
NAPG,RAB9A,900
RAB12,RAB9A,918
RAB11B,RAB9A,913
IGF2R,RAB9A,932
RAB4B,RAB9A,919
RAB5B,RAB9A,931
RAB4A,RAB9A,920
RAB29,RAB9A,911
RAB13,RAB9A,911
RAB39B,RAB9A,918
RAB14,RAB9A,920
GDI2,RAB9A,979
VTI1A,RAB9A,928
HLA-A,RAB9A,800
RAB2B,RAB9A,934
NSF,RAB9A,945
RABGGTA,RAB9A,979
RAB1A,RAB9A,923
GDI1,RAB9A,976
RAB34,RAB9A,923
RAB23,RAB9A,919
ITGA3,FLNB,706
ITGB4,FLNB,829
ITGB8,FLNB,751
ITGAV,FLNB,704
ITGA2B,FLNB,752
DCPS,FLNB,900
PAK1,FLNB,831
ITGA1,FLNB,704
UBE2L6,FLNB,944
ITGB5,FLNB,761
TRIM25,FLNB,911
FLNC,FLNB,848
CAMK2D,FLNB,853
FLNA,FLNB,970
ISG15,FLNB,948
ARIH1,FLNB,906
CAMK2B,FLNB,825
ITGB1,FLNB,942
ITGB2,FLNB,753
CAMK2A,FLNB,825
ITGA6,FLNB,813
MAP2K4,FLNB,889
PSMC4,RPL23,955
EIF3D,RPL23,973
EIF5,RPL23,919
EEF1A2,RPL23,932
EIF3E,RPL23,958
RPL18A,RPL23,999
SEC61B,RPL23,997
RPL19,RPL23,999
RPS12,RPL23,999
RPN2,RPL23,908
SEC61A1,RPL23,999
SSR1,RPL23,902
MRPS7,RPL23,954
EIF3K,RPL23,922
RPS16,RPL23,999
EIF2S3,RPL23,973
EIF3G,RPL23,978
SNRPA1,RPL23,709
EEFSEC,RPL23,944
HSPBP1,RPL23,774
EIF2S1,RPL23,975
CCT7,RPL23,835
RPL35,RPL23,999
PSMC1,RPL23,910
EIF3J,RPL23,902
TRAM1,RPL23,900
RPL8,RPL23,999
SPCS2,RPL23,900
EIF4H,RPL23,916
SRP14,RPL23,996
EIF4A3,RPL23,936
RPS11,RPL23,999
RPS27A,RPL23,999
MRPS5,RPL23,970
PELO,RPL23,908
RPS3,RPL23,999
CCT5,RPL23,739
EIF5B,RPL23,990
EIF4A1,RPL23,959
STT3B,RPL23,737
RPN1,RPL23,995
ABCE1,RPL23,972
RPS23,RPL23,999
CCT2,RPL23,757
PELP1,RPL23,904
MRPL58,RPL23,832
PA2G4,RPL23,706
RPS9,RPL23,999
SRP9,RPL23,996
MRPL13,RPL23,939
RPL13,RPL23,999
EEF2,RPL23,999
MRPL11,RPL23,938
RPL15,RPL23,999
RPL38,RPL23,999
PSMC5,RPL23,945
RPL4,RPL23,999
SRP68,RPL23,986
PABPC1,RPL23,966
SSR4,RPL23,906
MRPS11,RPL23,982
RPS15A,RPL23,999
PKM,RPL23,701
RPLP2,RPL23,999
TUFM,RPL23,948
PLEC,RPL23,884
PPP2R1A,RPL23,910
PPP2R2A,RPL23,900
EIF4A2,RPL23,943
NCBP2,RPL23,905
SRPRA,RPL23,978
EEF1G,RPL23,864
MRPL12,RPL23,957
EIF5A,RPL23,779
EEF1A1,RPL23,999
RPS7,RPL23,999
RPL7,RPL23,999
RPS2,RPL23,999
SRP72,RPL23,976
RPS21,RPL23,999
RPL3,RPL23,999
RPL27A,RPL23,999
RPL21,RPL23,999
RPLP1,RPL23,999
RPS3A,RPL23,999
RPSA,RPL23,999
RPL22,RPL23,999
ETF1,RPL23,997
EIF3B,RPL23,938
MRPL21,RPL23,935
RPL12,RPL23,999
RPS27,RPL23,999
EIF3A,RPL23,959
RPL5,RPL23,999
SERBP1,RPL23,972
SLC25A5,RPL23,822
RPL7A,RPL23,999
POLR1C,RPL23,791
CTPS1,RPL23,710
EIF3I,RPL23,992
RPS4X,RPL23,999
RPL10A,RPL23,999
EIF6,RPL23,967
RPL11,RPL23,999
LAS1L,RPL23,900
TEX10,RPL23,903
EIF2S2,RPL23,936
NCBP1,RPL23,915
DIS3,RPL23,904
RPS6,RPL23,999
BTF3,RPL23,774
POLR2B,RPL23,732
NOP2,RPL23,814
EXOSC8,RPL23,906
RPL13A,RPL23,999
EEF1B2,RPL23,926
STT3A,RPL23,809
MRPL19,RPL23,862
RPL24,RPL23,999
CCT4,RPL23,779
RPL34,RPL23,999
RPL14,RPL23,999
RPS8,RPL23,999
SNU13,RPL23,874
RPS14,RPL23,999
RPL31,RPL23,999
EIF4B,RPL23,930
RPL23A,RPL23,999
PSMC2,RPL23,953
EFTUD2,RPL23,832
RPS18,RPL23,999
GSPT1,RPL23,992
EXOSC6,RPL23,903
DDOST,RPL23,902
RPL9,RPL23,999
RPL6,RPL23,999
DOCK4,RPL23,932
EEF1D,RPL23,859
RPL10,RPL23,999
RPS24,RPL23,999
EIF4G1,RPL23,931
RPL32,RPL23,999
RPL37A,RPL23,999
SRPRB,RPL23,973
PPP2CA,RPL23,906
RPL29,RPL23,999
GFM1,RPL23,824
RPL35A,RPL23,999
DAGLA,ABHD6,756
GDE1,ABHD6,731
MGLL,ABHD6,882
ABHD12,ABHD6,964
PFN1,ROBO1,903
CAP2,ROBO1,907
PFN2,ROBO1,909
VASP,ROBO1,933
MSI1,ROBO1,903
CLASP1,ROBO1,902
NRP1,ROBO1,939
CDH2,ROBO1,933
RPS27A,ROBO1,900
PAK1,ROBO1,919
